Screenshot_2023-10-24_170736.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.769402 | [0.117978, 0.116455, -0.689726, 0.704839] | [0.143892, -0.527609, -0.708769] | 2 | 0 | 0.6
Screenshot_2023-10-24_170742.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.650795 | [0.108937, 0.102023, -0.676683, 0.720988] | [0.119173, -0.733167, -0.670379] | 2 | 0 | 0.7333333333333334
Screenshot_2023-10-24_170746.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.593865 | [0.067020, 0.069998, -0.670350, 0.735690] | [0.113882, -0.941603, -0.676038] | 2 | 0 | 0.7333333333333334
Screenshot_2023-10-24_170752.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.933232 | [0.150467, 0.131062, -0.690136, 0.695625] | [0.112740, -0.518512, -0.886575] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_170756.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.871852 | [0.115668, 0.110884, -0.683039, 0.712589] | [0.120852, -0.746518, -0.909367] | 2 | 0 | 0.4000000000000001
Screenshot_2023-10-24_170801.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.842214 | [0.072842, 0.079880, -0.677230, 0.727786] | [0.115661, -0.956437, -0.933809] | 2 | 0 | 0.7333333333333334
Screenshot_2023-10-24_170809.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 2.203360 | [0.124121, 0.114120, -0.700716, 0.693230] | [0.122639, -0.535658, -1.186431] | 2 | 0 | 0.3333333333333333
Screenshot_2023-10-24_170813.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 2.153387 | [0.094796, 0.079699, -0.687613, 0.715437] | [0.127071, -0.769836, -1.209520] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_170817.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 2.138916 | [0.057651, 0.085309, -0.688666, 0.717731] | [0.118732, -0.966677, -1.237414] | 2 | 0 | 0.6
Screenshot_2023-10-24_170832.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.616806 | [-0.166854, 0.396150, -0.680009, 0.593980] | [-0.923405, -0.536207, -0.099459] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_170836.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.499525 | [-0.180503, 0.371471, -0.665388, 0.621842] | [-0.907767, -0.749156, -0.076391] | 2 | 0 | 0.4666666666666666
Screenshot_2023-10-24_170839.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.435501 | [-0.176216, 0.378200, -0.651385, 0.633727] | [-0.917717, -0.970484, -0.074544] | 2 | 0 | 0.7333333333333334
Screenshot_2023-10-24_170901.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.847261 | [-0.181878, 0.384330, -0.676170, 0.601669] | [-1.130422, -0.553312, -0.268596] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_170906.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.807174 | [-0.202086, 0.376427, -0.660510, 0.617407] | [-1.137891, -0.733578, -0.303022] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170910.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.752948 | [-0.176485, 0.356919, -0.664471, 0.632408] | [-1.130382, -0.955962, -0.319011] | 2 | 0 | 0.8666666666666667
Screenshot_2023-10-24_170917.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 2.050520 | [-0.181612, 0.389631, -0.676222, 0.598271] | [-1.298670, -0.535857, -0.401907] | 2 | 0 | 0.9333333333333332
Screenshot_2023-10-24_170923.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.948906 | [-0.192183, 0.392517, -0.661223, 0.609738] | [-1.285324, -0.770317, -0.380279] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170928.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.951317 | [-0.200714, 0.376366, -0.644479, 0.634594] | [-1.314874, -0.972795, -0.422730] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170940.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.625884 | [-0.437217, 0.611463, -0.532347, 0.389309] | [-1.323509, -0.555630, 1.018060] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170944.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.519100 | [-0.465787, 0.610986, -0.498644, 0.401364] | [-1.302418, -0.768266, 1.033096] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170948.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.440236 | [-0.446580, 0.607755, -0.503418, 0.421629] | [-1.286224, -0.988980, 1.055206] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_170955.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.770988 | [-0.443025, 0.612400, -0.541307, 0.368350] | [-1.475273, -0.538741, 1.051038] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_170958.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.719208 | [-0.448344, 0.607400, -0.516122, 0.404563] | [-1.508611, -0.748150, 1.042958] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_171002.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.678490 | [-0.447296, 0.606544, -0.497192, 0.429921] | [-1.526865, -0.950333, 1.023424] | 2 | 0 | 0.5333333333333333
Screenshot_2023-10-24_171009.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.982028 | [-0.434350, 0.614195, -0.536417, 0.382571] | [-1.681146, -0.492613, 1.111731] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_171013.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.946373 | [-0.445434, 0.603085, -0.516674, 0.413431] | [-1.729194, -0.705298, 1.098407] | 2 | 0 | 0.6666666666666666
Screenshot_2023-10-24_171018.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.898390 | [-0.460023, 0.604819, -0.507403, 0.406343] | [-1.740104, -0.921174, 1.087376] | 2 | 0 | 0.8666666666666667
Screenshot_2023-10-24_171032.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.624364 | [-0.597618, 0.711931, -0.336276, 0.151414] | [-0.820817, -0.568190, 1.974866] | 2 | 0 | 0.6
Screenshot_2023-10-24_171035.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.481759 | [-0.604177, 0.707688, -0.326278, 0.166404] | [-0.788462, -0.797146, 1.932618] | 2 | 0 | 0.7333333333333334
Screenshot_2023-10-24_171039.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.450531 | [-0.621481, 0.711118, -0.278048, 0.175391] | [-0.799326, -1.044850, 1.973152] | 2 | 0 | 0.4000000000000001
Screenshot_2023-10-24_171048.jpg | [0.000000, 0.007837, 0.000000, 0.999969] | [0.102894, -1.322086, 0.871708] | 1.737251 | [-0.607176, 0.707334, -0.329587, 0.149628] | [-0.947292, -0.661830, 2.087937] | 2 | 0 | 0.5333333333333333
